gender;marital_status;nationality;course;scholarship;status
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Social Service (evening attendance);No;Dropout
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Married;Portuguese;Management (evening attendance);No;Dropout
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Communication Design;Yes;Graduate
Female;Single;Portuguese;Tourism;No;Enrolled
Female;Single;Portuguese;Advertising and Marketing Management;Yes;Graduate
Female;Single;Portuguese;Management;No;Dropout
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Management;No;Dropout
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Enrolled
Female;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Female;Single;Portuguese;Basic Education;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Married;Portuguese;Management (evening attendance);No;Dropout
Female;Divorced;Portuguese;Social Service (evening attendance);No;Graduate
Female;Single;Portuguese;Nursing;No;Dropout
Female;Single;Santomean;Journalism and Communication;No;Graduate
Female;Married;Portuguese;Management (evening attendance);No;Dropout
Female;Married;Portuguese;Social Service (evening attendance);No;Dropout
Female;Married;Portuguese;Agronomy;No;Graduate
Female;Legally Separated;Portuguese;Social Service (evening attendance);Yes;Graduate
Female;Divorced;Portuguese;Social Service (evening attendance);Yes;Graduate
Female;Single;Portuguese;Social Service (evening attendance);Yes;Graduate
Female;Single;Portuguese;Social Service;No;Dropout
Female;Single;Portuguese;Nursing;Yes;Dropout
Female;Divorced;Portuguese;Management (evening attendance);No;Enrolled
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Dropout
Female;Married;Portuguese;Social Service (evening attendance);No;Enrolled
Female;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Social Service;No;Dropout
Female;Single;Portuguese;Management;No;Enrolled
Female;Single;Portuguese;Basic Education;Yes;Graduate
Female;Married;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Married;Portuguese;Management;No;Dropout
Female;Single;Portuguese;Nursing;No;Enrolled
Female;Single;Portuguese;Animation and Multimedia Design;No;Graduate
Female;Single;Portuguese;Nursing;No;Dropout
Female;Single;Portuguese;Management (evening attendance);No;Enrolled
Female;Single;Portuguese;Journalism and Communication;No;Enrolled
Female;Divorced;Portuguese;Social Service (evening attendance);No;Dropout
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Married;Portuguese;Social Service;No;Enrolled
Female;Single;Portuguese;Veterinary Nursing;No;Dropout
Female;Single;Portuguese;Oral Hygiene;Yes;Graduate
Female;Single;Portuguese;Tourism;No;Graduate
Male;Single;Portuguese;Management;No;Graduate
Male;Single;Portuguese;Journalism and Communication;Yes;Dropout
Male;Married;Portuguese;Advertising and Marketing Management;No;Graduate
Male;Single;Portuguese;Management;No;Dropout
Male;Single;Portuguese;Management (evening attendance);No;Graduate
Male;Married;Portuguese;Management (evening attendance);No;Dropout
Male;Single;Portuguese;Agronomy;No;Graduate
Female;Single;Portuguese;Nursing;No;Dropout
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Male;Single;Portuguese;Journalism and Communication;Yes;Graduate
Male;Single;Portuguese;Journalism and Communication;No;Graduate
Male;Single;Portuguese;Management;Yes;Graduate
Male;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Male;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Male;Single;Portuguese;Management;No;Graduate
Male;Single;Portuguese;Equinculture;No;Graduate
Male;Single;Portuguese;Informatics Engineering;No;Enrolled
Male;Single;Portuguese;Journalism and Communication;Yes;Graduate
Male;Single;Portuguese;Agronomy;No;Graduate
Male;Married;Portuguese;Management (evening attendance);No;Dropout
Male;Single;Portuguese;Agronomy;No;Dropout
Male;Married;Portuguese;Management (evening attendance);No;Dropout
Male;Single;Portuguese;Informatics Engineering;No;Enrolled
Male;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Male;Divorced;Portuguese;Management;No;Dropout
Male;Married;Portuguese;Informatics Engineering;No;Dropout
Male;Married;Portuguese;Basic Education;No;Graduate
Male;Married;Portuguese;Management (evening attendance);No;Graduate
Male;Single;Portuguese;Informatics Engineering;No;Enrolled
Male;Single;Portuguese;Nursing;No;Graduate
Male;Married;Portuguese;Veterinary Nursing;Yes;Graduate
Male;Single;Portuguese;Management (evening attendance);No;Dropout
Male;Single;Portuguese;Agronomy;No;Graduate
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Married;Portuguese;Management (evening attendance);Yes;Enrolled
Male;Single;Portuguese;Journalism and Communication;No;Graduate
Male;Married;Portuguese;Management (evening attendance);No;Enrolled
Male;Single;Portuguese;Management;No;Dropout
Male;Single;Portuguese;Nursing;No;Graduate
Male;Single;Portuguese;Agronomy;No;Graduate
Male;Single;Portuguese;Communication Design;No;Dropout
Male;Single;Portuguese;Social Service;No;Dropout
Male;Single;Portuguese;Veterinary Nursing;No;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Equinculture;No;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Dropout
Female;Single;Portuguese;Social Service;No;Graduate
Female;Married;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Social Service (evening attendance);Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Enrolled
Female;Single;Spanish;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Tourism;No;Graduate
Female;Single;Portuguese;Communication Design;No;Dropout
Female;Single;Portuguese;Communication Design;No;Dropout
Female;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Female;Single;Portuguese;Animation and Multimedia Design;No;Graduate
Female;Single;Portuguese;Management;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Dropout
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Management;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Dropout
Female;Single;Portuguese;Management;Yes;Graduate
Female;Single;Portuguese;Tourism;No;Graduate
Female;Single;Portuguese;Management;Yes;Dropout
Female;Single;Portuguese;Communication Design;Yes;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;Yes;Dropout
Female;Single;Portuguese;Journalism and Communication;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Management;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Communication Design;No;Graduate
Female;Single;Portuguese;Basic Education;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Dropout
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Tourism;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Management;Yes;Graduate
Female;Single;Portuguese;Basic Education;Yes;Enrolled
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;Yes;Graduate
Female;Single;Portuguese;Communication Design;No;Dropout
Female;Single;Portuguese;Communication Design;Yes;Enrolled
Female;Single;Portuguese;Social Service;No;Dropout
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;Yes;Graduate
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Communication Design;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Divorced;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Tourism;No;Graduate
Female;Single;Portuguese;Management (evening attendance);No;Dropout
Female;Single;Portuguese;Journalism and Communication;No;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Nursing;No;Dropout
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Social Service;No;Dropout
Female;Single;Portuguese;Communication Design;No;Dropout
Female;Single;Portuguese;Social Service (evening attendance);No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Social Service (evening attendance);No;Dropout
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Management;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Basic Education;No;Dropout
Female;Single;Portuguese;Tourism;No;Dropout
Female;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Communication Design;Yes;Graduate
Female;Single;Portuguese;Tourism;Yes;Graduate
Female;Single;Portuguese;Communication Design;No;Enrolled
Female;Single;Portuguese;Basic Education;Yes;Graduate
Female;Single;Portuguese;Communication Design;Yes;Graduate
Female;Single;Portuguese;Equinculture;No;Dropout
Female;Single;Portuguese;Advertising and Marketing Management;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Animation and Multimedia Design;No;Enrolled
Female;Single;Portuguese;Equinculture;No;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Dropout
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Dropout
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Basic Education;No;Dropout
Female;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Female;Single;Portuguese;Tourism;No;Graduate
Female;Single;Portuguese;Journalism and Communication;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Dropout
Female;Single;Portuguese;Equinculture;No;Dropout
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Management;No;Enrolled
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Female;Single;Portuguese;Nursing;Yes;Dropout
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Management (evening attendance);No;Dropout
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Agronomy;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Enrolled
Female;Single;Portuguese;Management (evening attendance);No;Enrolled
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Communication Design;No;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Oral Hygiene;No;Enrolled
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Enrolled
Female;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Agronomy;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;Yes;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Management;Yes;Graduate
Female;Facto Union;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Management;No;Enrolled
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Tourism;No;Dropout
Female;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Female;Single;Portuguese;Communication Design;Yes;Graduate
Female;Single;Portuguese;Tourism;Yes;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Management;Yes;Enrolled
Female;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Female;Single;Portuguese;Basic Education;Yes;Graduate
Female;Single;Portuguese;Management;Yes;Enrolled
Female;Single;Portuguese;Social Service (evening attendance);No;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;No;Enrolled
Female;Single;Portuguese;Management (evening attendance);No;Graduate
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Communication Design;Yes;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Female;Single;Portuguese;Management;No;Enrolled
Female;Single;Portuguese;Nursing;No;Enrolled
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Management;No;Enrolled
Female;Single;Portuguese;Tourism;No;Dropout
Female;Single;Portuguese;Tourism;Yes;Graduate
Female;Single;Brazilian;Journalism and Communication;Yes;Graduate
Female;Single;Portuguese;Management;Yes;Graduate
Female;Single;Portuguese;Management (evening attendance);No;Graduate
Female;Divorced;Portuguese;Nursing;No;Enrolled
Female;Single;Portuguese;Nursing;No;Graduate
Female;Divorced;Portuguese;Social Service (evening attendance);Yes;Graduate
Female;Single;Portuguese;Nursing;No;Dropout
Female;Single;Portuguese;Social Service (evening attendance);No;Graduate
Female;Married;Portuguese;Management;No;Dropout
Male;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Journalism and Communication;Yes;Dropout
Male;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Male;Single;Portuguese;Management;No;Graduate
Male;Single;Portuguese;Nursing;Yes;Graduate
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Single;Portuguese;Management (evening attendance);No;Enrolled
Male;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Male;Single;Portuguese;Tourism;No;Dropout
Female;Single;Portuguese;Social Service;No;Graduate
Male;Single;Mexican;Communication Design;No;Graduate
Female;Divorced;Portuguese;Nursing;No;Dropout
Female;Single;Portuguese;Oral Hygiene;Yes;Graduate
Female;Legally Separated;Portuguese;Nursing;No;Dropout
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Dropout
Female;Single;Portuguese;Nursing;No;Enrolled
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Married;Portuguese;Nursing;No;Enrolled
Female;Single;Portuguese;Management;No;Dropout
Female;Single;Portuguese;Tourism;No;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;Yes;Graduate
Female;Single;Portuguese;Equinculture;No;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;Yes;Graduate
Female;Single;Portuguese;Tourism;No;Graduate
Female;Married;Portuguese;Agronomy;No;Graduate
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Communication Design;No;Dropout
Female;Single;Portuguese;Basic Education;No;Dropout
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Equinculture;No;Graduate
Female;Married;Portuguese;Social Service (evening attendance);No;Graduate
Female;Married;Portuguese;Management;No;Dropout
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Dropout
Female;Single;Portuguese;Management;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Married;Portuguese;Agronomy;No;Enrolled
Female;Single;Portuguese;Social Service (evening attendance);No;Dropout
Female;Married;Portuguese;Agronomy;No;Dropout
Female;Single;Portuguese;Oral Hygiene;No;Dropout
Female;Single;Portuguese;Social Service;Yes;Enrolled
Female;Divorced;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Enrolled
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Social Service (evening attendance);No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Management;Yes;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Married;Portuguese;Management (evening attendance);No;Dropout
Female;Married;Portuguese;Social Service (evening attendance);Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Management;No;Graduate
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Management (evening attendance);No;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Single;Portuguese;Agronomy;No;Graduate
Male;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Male;Single;Portuguese;Management (evening attendance);No;Dropout
Male;Married;Portuguese;Equinculture;No;Dropout
Male;Single;Portuguese;Informatics Engineering;No;Enrolled
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Married;Portuguese;Management (evening attendance);No;Dropout
Female;Married;Portuguese;Basic Education;No;Dropout
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Dropout
Female;Single;Portuguese;Advertising and Marketing Management;No;Enrolled
Female;Single;Portuguese;Basic Education;No;Dropout
Female;Single;Portuguese;Tourism;No;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;Yes;Graduate
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Divorced;Portuguese;Equinculture;Yes;Dropout
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Oral Hygiene;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Social Service;No;Graduate
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Single;Portuguese;Journalism and Communication;No;Dropout
Female;Married;Portuguese;Basic Education;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Management (evening attendance);No;Enrolled
Female;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Female;Single;Portuguese;Journalism and Communication;No;Enrolled
Female;Single;Portuguese;Management;No;Graduate
Female;Married;Portuguese;Management;No;Dropout
Female;Married;Portuguese;Basic Education;No;Dropout
Female;Single;Portuguese;Management (evening attendance);No;Graduate
Female;Single;Portuguese;Tourism;No;Graduate
Female;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Married;Portuguese;Management;No;Dropout
Male;Single;Portuguese;Social Service (evening attendance);Yes;Enrolled
Female;Single;Portuguese;Social Service;Yes;Graduate
Male;Single;Italian;Journalism and Communication;Yes;Graduate
Male;Single;Portuguese;Nursing;Yes;Graduate
Male;Single;Portuguese;Tourism;No;Dropout
Male;Single;Portuguese;Informatics Engineering;Yes;Graduate
Male;Single;Portuguese;Advertising and Marketing Management;Yes;Graduate
Male;Single;Portuguese;Basic Education;No;Dropout
Male;Single;Portuguese;Communication Design;Yes;Enrolled
Male;Single;Portuguese;Social Service;No;Graduate
Male;Single;Portuguese;Journalism and Communication;No;Graduate
Male;Single;Portuguese;Nursing;No;Graduate
Male;Single;Portuguese;Informatics Engineering;Yes;Enrolled
Male;Single;Portuguese;Nursing;No;Graduate
Male;Single;Portuguese;Agronomy;No;Dropout
Male;Single;Italian;Informatics Engineering;No;Graduate
Male;Married;Portuguese;Agronomy;No;Dropout
Male;Married;Portuguese;Social Service (evening attendance);No;Dropout
Male;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Male;Single;Portuguese;Nursing;No;Dropout
Male;Single;Portuguese;Management (evening attendance);No;Graduate
Male;Single;Portuguese;Tourism;No;Enrolled
Male;Single;Portuguese;Management;No;Dropout
Male;Single;Portuguese;Tourism;No;Dropout
Male;Single;Portuguese;Animation and Multimedia Design;No;Graduate
Male;Single;Portuguese;Advertising and Marketing Management;No;Graduate
Female;Single;Portuguese;Journalism and Communication;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Agronomy;Yes;Graduate
Female;Single;Portuguese;Management;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Management;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Dropout
Female;Single;Portuguese;Advertising and Marketing Management;No;Enrolled
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Journalism and Communication;Yes;Dropout
Female;Single;Portuguese;Tourism;Yes;Dropout
Female;Single;Portuguese;Basic Education;No;Graduate
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Oral Hygiene;Yes;Graduate
Female;Single;Portuguese;Management;No;Enrolled
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Tourism;No;Dropout
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Oral Hygiene;Yes;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Equinculture;No;Dropout
Female;Single;Portuguese;Social Service;No;Enrolled
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Basic Education;No;Enrolled
Female;Single;Portuguese;Nursing;Yes;Enrolled
Female;Single;Portuguese;Management;Yes;Enrolled
Female;Single;Portuguese;Equinculture;No;Dropout
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Social Service;Yes;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Veterinary Nursing;Yes;Graduate
Female;Single;Portuguese;Basic Education;Yes;Graduate
Female;Single;Portuguese;Communication Design;Yes;Dropout
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Journalism and Communication;Yes;Graduate
Female;Single;Portuguese;Nursing;Yes;Enrolled
Female;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Veterinary Nursing;Yes;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;No;Graduate
Female;Single;Portuguese;Nursing;No;Graduate
Female;Single;Portuguese;Communication Design;No;Graduate
Female;Single;Portuguese;Basic Education;No;Dropout
Female;Single;Portuguese;Social Service;Yes;Enrolled
Female;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Journalism and Communication;No;Dropout
Male;Single;Portuguese;Tourism;No;Dropout
Male;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Single;Portuguese;Nursing;Yes;Graduate
Male;Single;Portuguese;Communication Design;No;Dropout
Male;Single;Portuguese;Animation and Multimedia Design;No;Graduate
Male;Single;Portuguese;Nursing;No;Graduate
Male;Single;Portuguese;Advertising and Marketing Management;No;Dropout
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Single;Portuguese;Nursing;No;Graduate
Male;Single;Portuguese;Management;No;Dropout
Male;Single;Portuguese;Advertising and Marketing Management;Yes;Graduate
Male;Single;Portuguese;Social Service (evening attendance);No;Graduate
Male;Single;Portuguese;Nursing;No;Graduate
Male;Single;Portuguese;Social Service;No;Graduate
Male;Single;Portuguese;Journalism and Communication;No;Graduate
Male;Single;Portuguese;Oral Hygiene;No;Dropout
Male;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Male;Single;Portuguese;Management;No;Enrolled
Male;Single;Portuguese;Animation and Multimedia Design;Yes;Graduate
Male;Single;Portuguese;Communication Design;No;Dropout
Male;Single;Portuguese;Social Service;No;Dropout
Male;Single;Portuguese;Oral Hygiene;No;Graduate
Male;Single;Portuguese;Nursing;No;Dropout
Male;Single;Portuguese;Agronomy;No;Graduate
Male;Single;Portuguese;Nursing;No;Graduate
Male;Single;Portuguese;Communication Design;Yes;Graduate
Male;Single;Portuguese;Equinculture;No;Dropout
Male;Single;Portuguese;Equinculture;No;Dropout
Male;Single;Portuguese;Management;No;Graduate
Male;Single;Portuguese;Informatics Engineering;No;Dropout
Male;Single;Portuguese;Veterinary Nursing;No;Enrolled
Female;Single;Portuguese;Nursing;Yes;Graduate
Female;Single;Portuguese;Tourism;No;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;No;Dropout
Female;Single;Portuguese;Social Service;No;Graduate
Female;Single;Portuguese;Journalism and Communication;No;Graduate
Female;Single;Portuguese;Tourism;Yes;Graduate
Female;Single;Portuguese;Equinculture;No;Enrolled
Female;Single;Portuguese;Communication Design;Yes;Graduate
Female;Married;Portuguese;Oral Hygiene;No;Graduate
Female;Single;Portuguese;Basic Education;Yes;Graduate
Female;Single;Portuguese;Animation and Multimedia Design;No;Enrolled
Female;Single;Portuguese;Tourism;Yes;Graduate
Female;Single;Portuguese;Veterinary Nursing;No;Graduate
Female;Single;Portuguese;Nursing;Yes;Graduate
